"","artist","title","album","year"
"382","Bob Dylan","Cold Irons Bound","The Bootleg Series Vol. 17: Fragments – Time Out of Mind Sessions (1996–1997)","2023"
"383","Bob Dylan","Forever Young )","The 1974 Live Recordings","2024"
"384","Bob Dylan","Source:","Source:[42]","Source:[42]"
"385","Lauryn Hill","Doo Wop","The Miseducation of Lauryn Hill","1998"
"386","Lauryn Hill","Ex-Factor","The Miseducation of Lauryn Hill","1998"
"387","Lauryn Hill","Everything Is Everything","The Miseducation of Lauryn Hill","1999"
"388","Lauryn Hill","Turn Your Lights Down Low","Chant Down Babylon","1999"
"389","Lauryn Hill","Lose Myself","Surf's Up: Music from the Motion Picture","2007"
"390","Lauryn Hill","Repercussions","Non-album singles","2010"
"391","Lauryn Hill","Neurotic Society","Non-album singles","2013"
"392","Lauryn Hill","Consumerism","Non-album singles","2013"
"393","Lauryn Hill","Feeling Good","Nina Revisited: A Tribute to Nina Simone","2015"
"394","Lauryn Hill","Guarding the Gates","Queen & Slim: The Soundtrack","2019"
"395","Lauryn Hill","Save the Day","The Rarities","2020"
"396","artist","title","album","year"
"397","Marvin Gaye","Let Your Conscience Be Your Guide","The Soulful Moodsof Marvin Gaye","1961"
"398","Marvin Gaye","Sandman","Greatest Hits","1962"
"399","Marvin Gaye","Soldier's Plea","That StubbornKinda Fellow","1962"
"400","Marvin Gaye","Stubborn Kind of Fellow","That StubbornKinda Fellow","1962"
"401","Marvin Gaye","Hitch Hike","That StubbornKinda Fellow","1962"
"402","Marvin Gaye","Pride and Joy","That StubbornKinda Fellow","1963"
"403","Marvin Gaye","Can I Get a Witness","Greatest Hits","1963"
"404","Marvin Gaye","You're a Wonderful One","How Sweet It Is to Be Loved by You","1964"
"405","Marvin Gaye","Once Upon a Time","Together","1964"
"406","Marvin Gaye","What's the Matter with You Baby","Together","1964"
"407","Marvin Gaye","Try It Baby","How Sweet It Isto Be Loved by You","1964"
"408","Marvin Gaye","Baby Don't You Do It","How Sweet It Isto Be Loved by You","1964"
"409","Marvin Gaye","What Good Am I Without You","Take Two","1964"
"410","Marvin Gaye","How Sweet It Is","How Sweet It Isto Be Loved by You","1964"
"411","Marvin Gaye","I'll Be Doggone","Moods of Marvin Gaye","1965"
"412","Marvin Gaye","Pretty Little Baby","Greatest Hits, Vol. 2","1965"
"413","Marvin Gaye","Ain't That Peculiar","Moods of Marvin Gaye","1965"
"414","Marvin Gaye","One More Heartache","Moods of Marvin Gaye","1966"
"415","Marvin Gaye","Take This Heart of Mine","Moods of Marvin Gaye","1966"
"416","Marvin Gaye","Little Darling","Moods of Marvin Gaye","1966"
"417","Marvin Gaye","It Takes Two","Take Two","1966"
"418","Marvin Gaye","Ain't No Mountain High Enough","United","1967"
"419","Marvin Gaye","Your Precio","United","1967"
"420","Marvin Gaye","If I Could Build My Whole World Around You","United","1967"
"421","Marvin Gaye","You","In the Groove","1967"
"422","Marvin Gaye","Ain't Nothing Like the Real Thing","You're All I Need","1968"
"423","Marvin Gaye","You're All I Need to Get By","You're All I Need","1968"
"424","Marvin Gaye","Chained","In the Groove","1968"
"425","Marvin Gaye","Keep On Lovin' Me Honey","You're All I Need","1968"
"426","Marvin Gaye","His Eye Is on the Sparrow","In Loving Memory","1968"
"427","Marvin Gaye","I Heard It Through the Grapevine","In the Groove","1968"
"428","Marvin Gaye","Good Lovin' Ain't Easy to Come By","Easy","1969"
"429","Marvin Gaye","Too Busy Thinking About My Baby","M.P.G.","1969"
"430","Marvin Gaye","What You Gave Me","Easy","1969"
"431","Marvin Gaye","How Can I Forget","That's the Way Love Is","1970"
"432","Marvin Gaye","The Onion Song","Easy","1970"
"433","Marvin Gaye","Abraham, Martin and John","That's the Way Love Is","1970"
"434","Marvin Gaye","The End of Our Road","M.P.G.","1970"
"435","Marvin Gaye","What's Going On","What's Going On","1971"
"436","Marvin Gaye","Mercy Mercy Me","What's Going On","1971"
"437","Marvin Gaye","Inner City Blues","What's Going On","1971"
"438","Marvin Gaye","Save the Children","What's Going On","1971"
"439","Marvin Gaye","You're the Man","You're the Man","1972"
"440","Marvin Gaye","Trouble Man","Trouble Man","1972"
"441","Marvin Gaye","I Want to Come Home for Christmas","Non-album single","1972"
"442","Marvin Gaye","Let's Get It On","Let's Get It On","1973"
"443","Marvin Gaye","You're a Special Part of Me","Diana & Marvin","1973"
"444","Marvin Gaye","Stop, Look, Listen","Diana & Marvin","1973"
"445","Marvin Gaye","Come Get to This","Let's Get It On","1973"
"446","Marvin Gaye","My Mistake","Diana & Marvin","1974"
"447","Marvin Gaye","You Are Everything","Diana & Marvin","1974"
"448","Marvin Gaye","I Want You","I Want You","1976"
"449","Marvin Gaye","After the Dance","I Want You","1976"
"450","Marvin Gaye","Got to Give It Up","Live at theLondon Palladium","1977"
"451","Marvin Gaye","A Funky Space Reincarnation","Here, My Dear","1979"
"452","Marvin Gaye","Anger","Here, My Dear","1979"
"453","Marvin Gaye","Ego Tripping Out","In Our Lifetime","1979"
"454","Marvin Gaye","Praise","In Our Lifetime","1981"
"455","Marvin Gaye","Sexual Healing","Midnight Love","1982"
"456","Marvin Gaye","'Til Tomorrow","Midnight Love","1983"
"457","Marvin Gaye","Joy","Midnight Love","1983"
"458","Marvin Gaye","Sanctified Lady","Dream of a Lifetime","1985"
"459","Marvin Gaye","It's Madness","Dream of a Lifetime","1985"
"460","Marvin Gaye","Just Like","Romantically Yours","1985"
"461","Marvin Gaye","I Heard it Through the Grapevine","Motown RemembersMarvin Gaye","1986"
"462","Marvin Gaye","The World Is Rated X","Motown RemembersMarvin Gaye","1986"
"463","Marvin Gaye","My Last Chance","The Marvin GayeCollection","1991"
"464","Marvin Gaye","Lucky, Lucky Me","The Very Best ofMarvin Gaye","1994"
"465","Marvin Gaye","Music","Music","2001"
"466","Marvin Gaye","I'm Hot","Music","2001"
"467","The Beach Boys","Don't Worry Baby (from Shut D","All Summer Long","1964"
"468","The Beach Boys","Monster M","Beach Boys Concert","1965"
"469","The Beach Boys","Wake the W","Non-album track","1968"
"470","The Beach Boys","Never Learn N","20/20","1968"
"471","The Beach Boys","—","","""—"" denotes a release that did not chart, was not released in the country or the information is unknown
(* - US Record World chart data incomplete for early 1964)"
"472","The Beach Boys","Add Some Music to Your Day","Sunflower","1970"
"473","The Beach Boys","Susie Cincinnati","Sunflower","1970"
"474","The Beach Boys","Cottonfields","Non-album single","1970"
"475","The Beach Boys","The Nearest Faraway Place","Non-album single","1970"
"476","The Beach Boys","Slip On Through This Whole World","Sunflower","1970"
"477","The Beach Boys","Tears in the Morning It's About Time","Sunflower","1970"
"478","The Beach Boys","Cool, Cool Water Forever","Sunflower","1971"
"479","The Beach Boys","Wouldn't It Be Nice The Times They Are A Changin'","Celebration - The Big Sur Folk Festival 1970","1971"
"480","The Beach Boys","Long Promised Road","Surf's Up","1971"
"481","The Beach Boys","Deirdre 'Til I Die","Surf's Up","1971"
"482","The Beach Boys","Student Demonstration Time","Surf's Up","1971"
"483","The Beach Boys","Don't Go Near the Water","Surf's Up","1971"
"484","The Beach Boys","You Need a Mess of Help to Stand Alone","Carl and the Passions - So Tough","1972"
"485","The Beach Boys","Cuddle Up","Carl and the Passions - So Tough","1972"
"486","The Beach Boys","Marcella Hold On Dear Brother","Carl and the Passions - So Tough","1972"
"487","The Beach Boys","Sail On, SailorOnly with You","Holland","1973"
"488","The Beach Boys","California Saga: California","Holland","1973"
"489","The Beach Boys","Funky Pretty","Holland","1973"
"490","The Beach Boys","Surfin' USA","Endless Summer","1974"
"491","The Beach Boys","The Warmth of the Sun","Endless Summer","1974"
"492","The Beach Boys","Child of Winter","Non-album track","1974"
"493","The Beach Boys","Little Honda","Spirit of America","1975"
"494","The Beach Boys","Hawaii","Spirit of America","1975"
"495","The Beach Boys","Rock and Roll Music TM Song","15 Big Ones","1976"
"496","The Beach Boys","It's O.K.","15 Big Ones","1976"
"497","The Beach Boys","Had to Phone Ya","15 Big Ones","1976"
"498","The Beach Boys","Honkin' Down the Highway Solar System","The Beach Boys Love You","1977"
"499","The Beach Boys","Peggy Sue Hey Little Tomboy","M.I.U. Album","1978"
"500","The Beach Boys","Here Comes the Night Baby Blue","L.A. (Light Album)","1979"
"501","The Beach Boys","Lady Lynda","L.A. (Light Album)","1979"
"502","The Beach Boys","Full Sail","L.A. (Light Album)","1979"
"503","The Beach Boys","It's a Beautiful Day Sumahama )","Americathon (soundtrack)","1979"
"504","The Beach Boys","Goin' On","Keepin' the Summer Alive","1980"
"505","The Beach Boys","Endless Harmony","Keepin' the Summer Alive","1980"
"506","The Beach Boys","Livin' with a Heartache","Keepin' the Summer Alive","1980"
"507","The Beach Boys","Santa Ana Winds","Keepin' the Summer Alive","1980"
"508","The Beach Boys","When Girls Get Together","Keepin' the Summer Alive","1980"
"509","The Beach Boys","The Beach Boys Medley","Sunshine Dream","1981"
"510","The Beach Boys","God Only Knows","Sunshine Dream","1981"
"511","The Beach Boys","Come Go with Me","M.I.U. Album","1981"
"512","The Beach Boys","East Meets West Rhapsody","Non-album track","1984"
"513","The Beach Boys","Getcha Back","The Beach Boys","1985"
"514","The Beach Boys","Male Ego","The Beach Boys","1985"
"515","The Beach Boys","It's Gettin' Late","The Beach Boys","1985"
"516","The Beach Boys","It's OK","The Beach Boys","1985"
"517","The Beach Boys","It's Just a Matter of Time","The Beach Boys","1985"
"518","The Beach Boys","Passing Friend","The Beach Boys","1985"
"519","The Beach Boys","Rock 'n' Roll to the Rescue","Made in U.S.A.","1986"
"520","The Beach Boys","Good Vibrations","Made in U.S.A.","1986"
"521","The Beach Boys","Lady Liberty","Made in U.S.A.","1986"
"522","The Beach Boys","Wipeout! Crushin'","Still Cruisin'","1987"
"523","The Beach Boys","Happy Endings California Girls","Non-album track","1987"
"524","The Beach Boys","Kokomo Tutti Frutti","Still Cruisin'","1988"
"525","The Beach Boys","Don't Worry Baby Tequila Dreams","Tequila Sunrise (soundtrack)","1988"
"526","The Beach Boys","Still Cruisin'","Still Cruisin'","1989"
"527","Stevie Wonder","I Call It Pretty Music but the Old People Call It the Blues – Part 1","Non-album singles","1962"
"528","Stevie Wonder","Part 2","Non-album singles","1962"
"529","Stevie Wonder","Little Water Boy","Non-album singles","1962"
"530","Stevie Wonder","La La La La La","Non-album singles","1962"
"531","Stevie Wonder","Sunset","Up-Tight","1962"
"532","Stevie Wonder","Fingertips – Part 2","The 12 Year Old Genius – Recorded Live","1963"
"533","Stevie Wonder","Part 1","The 12 Year Old Genius – Recorded Live","1963"
"534","Stevie Wonder","Workout Stevie, Workout","Greatest Hits","1963"
"535","Stevie Wonder","Monkey Talk","Greatest Hits","1963"
"536","Stevie Wonder","Pretty Little Angel","Up-Tight","1964"
"537","Stevie Wonder","Tears in Vain","Up-Tight","1964"
"538","Stevie Wonder","Castles in the Sand","Stevie at the Beach","1964"
"539","Stevie Wonder","Thank You The above seven tracks released as Little Stevie Wonder","Stevie at the Beach","1964"
"540","Stevie Wonder","Hey Harmonica Man","Stevie at the Beach","1964"
"541","Stevie Wonder","This Little Girl","Stevie at the Beach","1964"
"542","Stevie Wonder","Happy Street","Stevie at the Beach","1964"
"543","Stevie Wonder","Sad Boy","Stevie at the Beach","1964"
"544","Stevie Wonder","Kiss Me Baby","Non-album single","1965"
"545","Stevie Wonder","Hi-Heel Sneakers","Recorded Live/Motortown Revue in Paris","1965"
"546","Stevie Wonder","Funny How Time Slips Away Music Talk","Recorded Live/Motortown Revue in Paris","1965"
"547","Stevie Wonder","Uptight","Up-Tight","1965"
"548","Stevie Wonder","Purple Rain Drops","Up-Tight","1965"
"549","Stevie Wonder","Nothing's Too Good for My Baby","Up-Tight","1966"
"550","Stevie Wonder","With a Child's Heart","Up-Tight","1966"
"551","Stevie Wonder","Blowin' in the Wind","Up-Tight","1966"
"552","Stevie Wonder","Ain't That Asking for Trouble","Up-Tight","1966"
"553","Stevie Wonder","A Place in the Sun","Down to Earth","1966"
"554","Stevie Wonder","Sylvia","Down to Earth","1966"
"555","Stevie Wonder","Someday at Christmas","Someday at Christmas","1966"
"556","Stevie Wonder","The Miracle of Christmas )","Someday at Christmas","1966"
"557","Stevie Wonder","Travlin' Man","Stevie Wonder's Greatest Hits Vol. 2","1967"
"558","Stevie Wonder","Hold Me","I Was Made to Love Her","1967"
"559","Stevie Wonder","I'm Wondering","Greatest Hits","1967"
"560","Stevie Wonder","Every Time I See You I Go Wild","Greatest Hits","1967"
"561","Stevie Wonder","Shoo-Be-Doo-Be-Doo-Da-Day","For Once in My Life","1968"
"562","Stevie Wonder","You Met Your Match","For Once in My Life","1968"
"563","Stevie Wonder","My Girl","For Once in My Life","1968"
"564","Stevie Wonder","Alfie","Eivets Rednow","1968"
"565","Stevie Wonder","More Than a Dream","Eivets Rednow","1968"
"566","Stevie Wonder","For Once in My Life","For Once in My Life","1968"
"567","Stevie Wonder","Angie Girl","For Once in My Life","1968"
"568","Stevie Wonder","I Don't Know Why","For Once in My Life","1969"
"569","Stevie Wonder","My Cherie Amour","For Once in My Life","1969"
"570","Stevie Wonder","I Don't Know Why from For Once in My Life","My Cherie Amour","1969"
"571","Stevie Wonder","Yester-Me, Yester-You, Yesterday","My Cherie Amour","1969"
"572","Stevie Wonder","I'd Be a Fool Right Now","My Cherie Amour","1969"
"573","Stevie Wonder","Never Had a Dream Come True","Signed, Sealed & Delivered","1970"
"574","Stevie Wonder","Somebody Knows, Somebody Cares","Signed, Sealed & Delivered","1970"
"575","Stevie Wonder","I'm More Than Happy","Signed, Sealed & Delivered","1970"
"576","Stevie Wonder","Heaven Help","Signed, Sealed & Delivered","1970"
"577","Stevie Wonder","I Gotta Have a Song","Signed, Sealed & Delivered","1970"
"578","Stevie Wonder","We Can Work It Out","Signed, Sealed & Delivered","1971"
"579","Stevie Wonder","Never Dreamed You'd Leave in Summer","Where I'm Coming From","1971"
"580","Stevie Wonder","Think of Me as Your Soldier","Where I'm Coming From","1971"
"581","Stevie Wonder","What Christmas Means to Me","Someday at Christmas","1971"
"582","Stevie Wonder","Bedtime for Toys","Someday at Christmas","1971"
"583","Stevie Wonder","Superwoman","Music of My Mind","1972"
"584","Stevie Wonder","Keep On Running","Music of My Mind","1972"
"585","Stevie Wonder","Evil","Music of My Mind","1972"
"586","Stevie Wonder","Superstition","Talking Book","1972"
"587","Stevie Wonder","You Got It Bad Girl","Talking Book","1972"
"588","Stevie Wonder","You Are the Sunshine of My Life","Talking Book","1973"
"589","Stevie Wonder","Tuesday Heartbreak","Talking Book","1973"
"590","Stevie Wonder","Higher Ground","Innervisions","1973"
"591","Stevie Wonder","Too High","Innervisions","1973"
"592","Stevie Wonder","Living for the City","Innervisions","1973"
"593","Stevie Wonder","Visions","Innervisions","1973"
"594","Stevie Wonder","Don't You Worry 'bout a Thing","Innervisions","1974"
"595","Stevie Wonder","He's Misstra Know It All","Innervisions","1974"
"596","Stevie Wonder","You Can't Judge a Book by Its Cover","Innervisions","1974"
"597","Stevie Wonder","You Haven't Done Nothin'","Fulfillingness' First Finale","1974"
"598","Stevie Wonder","Big Brother","Fulfillingness' First Finale","1974"
"599","Stevie Wonder","Boogie On Reggae Woman","Fulfillingness' First Finale","1974"
"600","Stevie Wonder","Seems So Long","Fulfillingness' First Finale","1974"
"601","Stevie Wonder","I Wish","Songs in the Key of Life","1976"
"602","Stevie Wonder","You and I","Songs in the Key of Life","1976"
"603","Stevie Wonder","Sir Duke","Songs in the Key of Life","1977"
"604","Stevie Wonder","He's Misstra Know-It-All","Songs in the Key of Life","1977"
"605","Stevie Wonder","Another Star","Songs in the Key of Life","1977"
"606","Stevie Wonder","Creepin'","Songs in the Key of Life","1977"
"607","Stevie Wonder","As","Songs in the Key of Life","1977"
"608","Stevie Wonder","Contusion","Songs in the Key of Life","1977"
"609","Stevie Wonder","Black Orchid","Stevie Wonder's Journey Through ""The Secret Life of Plants""","1980"
"610","Stevie Wonder","Blame It on the Sun","Stevie Wonder's Journey Through ""The Secret Life of Plants""","1980"
"611","Stevie Wonder","Outside My Window","Stevie Wonder's Journey Through ""The Secret Life of Plants""","1980"
"612","Stevie Wonder","Same Old Story","Stevie Wonder's Journey Through ""The Secret Life of Plants""","1980"
"613","Stevie Wonder","Master Blaster","Hotter than July","1980"
"614","Stevie Wonder","I Ain't Gonna Stand for It","Hotter than July","1980"
"615","Stevie Wonder","Knocks Me Off My Feet","Hotter than July","1980"
"616","Stevie Wonder","Lately","Hotter than July","1981"
"617","Stevie Wonder","If It's Magic","Hotter than July","1981"
"618","Stevie Wonder","Happy Birthday","Hotter than July","1981"
"619","Stevie Wonder","As If You Read My Mind","Hotter than July","1981"
"620","Stevie Wonder","That Girl","Stevie Wonder's Original Musiquarium I","1982"
"621","Stevie Wonder","All I Do","Stevie Wonder's Original Musiquarium I","1982"
"622","Stevie Wonder","Do I Do","Stevie Wonder's Original Musiquarium I","1982"
"623","Stevie Wonder","Ribbon in the Sky","Stevie Wonder's Original Musiquarium I","1982"
"624","Stevie Wonder","Used to Be","Used to Be(Charlene album)","1982"
"625","Stevie Wonder","I Want to Come Back as a Song*","Used to Be(Charlene album)","1982"
"626","Stevie Wonder","Front Line","Stevie Wonder's Original Musiquarium I","1983"
"627","Stevie Wonder","It's More Than You","Selections from the Origional Motion Picture Soundtrack ""The Woman in Red""","1984"
"628","Stevie Wonder","Don't Drive Drunk","Selections from the Origional Motion Picture Soundtrack ""The Woman in Red""","1984"
"629","Stevie Wonder","Go Home","In Square Circle","1985"
"630","Stevie Wonder","Overjoyed","In Square Circle","1986"
"631","Stevie Wonder","Land of La La","In Square Circle","1986"
"632","Stevie Wonder","Skeletons","Characters","1987"
"633","Stevie Wonder","You Will Know","Characters","1987"
"634","Stevie Wonder","Get It","Characters","1987"
"635","Stevie Wonder","My Eyes Don't Cry","Characters","1988"
"636","Stevie Wonder","With Each Beat of My Heart","Characters","1989"
"637","Stevie Wonder","Free","Characters","1989"
"638","Stevie Wonder","Gotta Have You","Jungle Fever: Music from the Movie","1991"
"639","Stevie Wonder","Fun Day","Jungle Fever: Music from the Movie","1991"
"640","Stevie Wonder","These Three Words","Jungle Fever: Music from the Movie","1991"
"641","Stevie Wonder","Tomorrow Robins Will Sing","Conversation Peace","1995"
"642","Stevie Wonder","Treat Myself","Conversation Peace","1995"
"643","Stevie Wonder","Kiss Lonely Good-Bye","The Adventures of Pinocchio soundtrack","1996"
"644","Stevie Wonder","How Come, How Long","The Day(Babyface album)","1997"
"645","Stevie Wonder","Every Time I Close My Eyes","The Day(Babyface album)","1997"
"646","Stevie Wonder","True to Your Heart","Mulan: An Original Walt Disney Records Soundtrack","1998"
"647","Stevie Wonder","To Feel the Fire","non-album single[60]","1998"
"648","Stevie Wonder","So What the Fuss","A Time to Love","2005"
"649","Stevie Wonder","Positivity","A Time to Love","2005"
"650","Stevie Wonder","From the Bottom of My Heart","A Time to Love","2006"
"651","Stevie Wonder","Shelter in the Rain","A Time to Love","2006"
"652","Stevie Wonder","Faith","Sing: Original Motion Picture Soundtrack","2016"
"653","Stevie Wonder","Can't Put It in the Hands of Fate","Non-album singles","2020"
"654","Stevie Wonder","Don't Make Me Wait Too Long","Non-album singles","2023"
"655","Stevie Wonder","Can We Fix Our Nation's Broken Heart","Non-album singles","2024"
"656","Prince","Soft and Wet","For You","1978"
"657","Prince","Just as Long as We're Together","For You","1978"
"658","Prince","Why You Wanna Treat Me So Bad?","Prince","1980"
"659","Prince","Still Waiting","Prince","1980"
"660","Prince","Sexy Dancer","Prince","1980"
"661","Prince","Bambi","Prince","1980"
"662","Prince","Uptown","Dirty Mind","1980"
"663","Prince","Head","Dirty Mind","1980"
"664","Prince","Dirty Mind","Dirty Mind","1980"
"665","Prince","Do It All Night","Dirty Mind","1981"
"666","Prince","Gotta Stop","Non-album single","1981"
"667","Prince","Controversy","Controversy","1981"
"668","Prince","Let's Work","Controversy","1981"
"669","Prince","Sexuality","Controversy","1982"
"670","Prince","1999","1999","1982"
"671","Prince","Little Red Corvette","1999","1983"
"672","Prince","Delirious","1999","1983"
"673","Prince","Let's Pretend We're Married","1999","1983"
"674","Prince","Automatic","1999","1983"
"675","Prince","When Doves Cry","Purple Rain","1984"
"676","Prince","Let's Go Crazy","Purple Rain","1984"
"677","Prince","Purple Rain","Purple Rain","1984"
"678","Prince","I Would Die 4 U","Purple Rain","1984"
"679","Prince","Take Me with U","Purple Rain","1985"
"680","Prince","Raspberry Beret","Around the World in a Day","1985"
"681","Prince","Paisley Park","Around the World in a Day","1985"
"682","Prince","Pop Life","Around the World in a Day","1985"
"683","Prince","America","Around the World in a Day","1985"
"684","Prince","Kiss","Parade","1986"
"685","Prince","Mountains","Parade","1986"
"686","Prince","Girls & Boys","Parade","1986"
"687","Prince","If I Was Your Girlfriend","Sign o' the Times","1987"
"688","Prince","U Got the Look","Sign o' the Times","1987"
"689","Prince","I Could Never Take the Place of Your Man","Sign o' the Times","1987"
"690","Prince","Alphabet St.","Lovesexy","1988"
"691","Prince","Glam Slam","Lovesexy","1988"
"692","Prince","I Wish U Heaven","Lovesexy","1988"
"693","Prince","Batdance","Batman","1989"
"694","Prince","Partyman","Batman","1989"
"695","Prince","The Arms of Orion","Batman","1989"
"696","Prince","Scandalous!","Batman","1989"
"697","Prince","The Future","Batman","1990"
"698","Prince","Thieves in the Temple","Graffiti Bridge","1990"
"699","Prince","New Power Generation","Graffiti Bridge","1990"
"700","Prince","Gett Off","Diamonds and Pearls","1991"
"701","Prince","Cream","Diamonds and Pearls","1991"
"702","Prince","Money Don't Matter 2 Night","Diamonds and Pearls","1992"
"703","Prince","Thunder","Diamonds and Pearls","1992"
"704","Prince","Sexy MF","Love Symbol","1992"
"705","Prince","My Name Is Prince","Love Symbol","1992"
"706","Prince","Damn U","Love Symbol","1992"
"707","Prince","The Morning Papers","Love Symbol","1993"
"708","Prince","Pink Cashmere","The Hits/The B-Sides","1993"
"709","Prince","Peach","The Hits/The B-Sides","1993"
"710","Prince","The Most Beautiful Girl in the World","The Gold Experience","1994"
"711","Prince","Letitgo","Come","1994"
"712","Prince","Space","Come","1994"
"713","Prince","Purple Medley","Non-album single","1995"
"714","Prince","I Hate U","The Gold Experience","1995"
"715","Prince","Gold","The Gold Experience","1995"
"716","Prince","Dinner with Delores","Chaos and Disorder","1996"
"717","Prince","Betcha by Golly Wow!","Emancipation","1996"
"718","Prince","The Holy River","Emancipation","1997"
"719","Prince","The Truth","The Truth","1997"
"720","Prince","The Greatest Romance Ever Sold","Rave Un2 the Joy Fantastic","1999"
"721","Prince","U Make My Sun Shine","The Chocolate Invasion","2000"
"722","Prince","When Will We B Paid?","Non-album single","2000"
"723","Prince","Supercute","The Chocolate Invasion","2001"
"724","Prince","The Work, pt. 1","The Rainbow Children","2001"
"725","Prince","Days of Wild","Non-album singles","2002"
"726","Prince","Musicology","Musicology","2004"
"727","Prince","Cinnamon Girl","Musicology","2004"
"728","Prince","S.S.T.","Non-album single","2005"
"729","Prince","Te Amo Corazón","3121","2005"
"730","Prince","Black Sweat","3121","2006"
"731","Prince","Fury","3121","2006"
"732","Prince","Guitar","Planet Earth","2007"
"733","Prince","F.U.N.K.","Non-album single","2007"
"734","Prince","Dance 4 Me","MPLSound","2009"
